NCAGE,NCAGESD,TOEC,Entity Name,Street (ST1/2),City (CIT),"Post Code, Physical Address (PSC)",Country,ISO (CTR),State/Province (STT),FIPS State (STE),Cage code requested for SAM,Remarks,Date Last Change International,Change Date,Creation Date,Load Date,National,NAC,IDN,BAR,NAI,CPV,UNS,SIC,Voice telephone number (TEL),Telefax number (FAX),Email (EMA),WWW (WWW),Post Office Box Number (POB),"City, Postal Address (PCC)","Post Code, Postal Address (PCS)",Replaced By (RP1-5),NMCRL Reference count
0083Z,A,F,PT DELTA SARI JAYA ,JL MANGGA RAYA NO A14 GRIVILLE,JAKARTA PUSAT ,10110,INDONESIA,IDN,DKI JAKARTA ,,0,,2014-02-25,2014-02-25 11:33:45,2014-02-25 11:31:50,,1,,,,,,,,+6221 5688468,,,,,,,,
0084Z,A,F,PT SANGKAKALA INDAH ,JL RAJAWALI SELATAN RAYA NO 5A,JAKARTA PUSAT ,10720,INDONESIA,IDN,DKI JAKARTA ,,0,,2014-02-25,2014-02-25 11:39:30,2014-02-25 11:34:11,,1,,,,,,,,+6221 6114346,,,,,,,,
0085Z,A,F,PT CATUR KARYA PESONA ,RUKAN TAMAN MODERN BLOK R 2 NO 22 JL RAYA BEKASI KM 24 ,BEKASI ,11510,INDONESIA,IDN,JAWA BARAT ,,0,,2014-02-25,2014-02-25 11:48:55,2014-02-25 11:46:38,,1,,,,,,,,+6221 4612430,,,,,,,,
0086Z,A,F,CV KALIMANTAN JAYA ,JL CEMPAKA PUTIH TENGAH 27 NO 12 ,JAKARTA PUSAT ,10110,INDONESIA,IDN,DKI JAKARTA,,0,,2014-02-25,2014-02-25 11:50:03,2014-02-25 11:49:27,,1,,,,,,,,"+6221 4247983,+6221 4213493",,,,,,,,
0087Z,A,F,CV.ANUGRAH ,JL MEGA RAYA ,BANDUNG ,40288,INDONESIA,IDN,JAWA BARAT ,,0,,2014-11-13,2014-11-13 10:03:54,2014-02-25 11:51:59,,1,,,,,,,,+6222 6028993,,,,,,,,
0088Z,A,E,PT KIMIA FARMA ,JL VETERAN NO 9 ,JAKARTA PUSAT,10310,INDONESIA,IDN,DKI JAKARTA,,0,,2014-02-25,2014-02-25 12:00:59,2014-02-25 11:53:50,,1,,,,,,,,"+6221 3849854,3865184",,,,,,,,
0089Z,A,E,PT LENGGARA SAKA SURYA ,JL LINGKUNG NO 8 ,BANDUNG ,40288,INDONESIA,IDN,JAWA BARAT ,,0,,2014-02-25,2014-02-25 12:04:25,2014-02-25 12:02:53,,1,,,,,,,,+6222 7801865,,,,,,,,
0090Z,A,E,PT MARINO PELITA INDONESIA ,JL RAYA CINANGKA NO 400 KEDAUNG SAWANGAN ,BOGOR ,16124,INDONESIA,IDN,JAWA BARAT,,0,,2014-02-25,2014-02-25 12:08:24,2014-02-25 12:04:48,,1,,,,,,,,"74905000,74700329",,,,,,,,
0091Z,A,E,PT BUMI PARADISE,JI RUKAN ARWANA ASRI BLOK A3 NO 30 SUNTER AGUNG ,JAKARTA UTARA,14350,INDONESIA,IDN,,,0,,2014-08-07,2014-08-07 09:17:33,2014-08-07 09:15:13,,1,,,,,,,,"+6221 6413050 ,6413053",,,,,,,,
0092Z,A,E,PT INDOSAMITRA,JL TEBET MAS INDAH E-10,JAKARTA SELATAN,12870,INDONESIA,IDN,DKI JAKARTA,,0,,2023-03-13,2023-03-13 10:02:40,2014-08-07 09:19:31,,1,,,,,,,,+6221 8298856,,,,,,,,
0093Z,A,F,PT KOMARA IDOLA ,JL PELEPAH HIJAU V BLOK T5 2/2 KELAPA GADING ,JAKARTA UTARA,14240,INDONESIA,IDN,DKI JAKARTA,,0,,2014-08-07,2014-08-07 09:21:43,2014-08-07 09:21:49,,1,,,,,,,,"+6221 450880 ,4533736",,,,,,,,
0094Z,A,F,CV MANUNGGAL SEJATI,JL.VETERAN 9D,SURABAYA,61122,INDONESIA,IDN,JAWA TIMUR,,0,,2024-07-15,2024-07-15 14:16:49,2014-08-07 14:21:07,,1,,,,,,,,+6331 3544780,,,,,,,,
0095Z,A,E,PT ANEKA GAS INDUSTRI ,JL DR SAHARJO NO 83 TEBET MANGARAI ,JAKARTA SELATAN,18250,INDONESIA,IDN,DKI JAKARTA,,0,,2014-08-07,2014-08-07 14:38:37,2014-08-07 14:28:05,,1,,,,,,,,+6221 83709111,+6221 83709911,,,,,,,
0096Z,A,E,PT UKEL ABERTU,JL PONDOK GEDE JATI MURNI BLOK V NO 8 UJUNG ASPAL PONDOK GEDE ,JAKARTA TIMUR ,17412,INDONESIA,IDN,DKI JAKARTA ,,0,,2014-08-07,2014-08-07 14:47:35,2014-08-07 14:41:12,,1,,,,,,,,+6221 8445438,,,,,,,,
0097Z,A,E,PT TENDA ARTIKA JASA MULIA ,JL BUNG TOMO II SURABAYA ,SURABAYA ,60281,INDONESIA,IDN,JAWA TIMUR,,0,,2014-08-10,2014-08-10 17:04:26,2014-08-10 12:48:32,,1,,,,,,,,+6331 35042301,,,,,,,,
0098Z,A,E,PT CANNING INDONESIA PRODUCT,JL JATINEGARA BARAT NO 154,JAKARTA TIMUR ,133200,INDONESIA,IDN,DKI JAKARTA ,,0,,2014-08-10,2014-08-10 17:06:02,2014-08-10 17:04:12,,1,,,,,,,,+62211 870840,,,,,,,,
0099Z,A,E,PT CATUR TUNGGAL DHARMA,JL KWITANG RAYA ,JAKARTA PUSAT ,10410,INDONESIA,IDN,DKI JAKARTA ,,0,,2014-08-10,2014-08-10 17:08:45,2014-08-10 17:07:27,,1,,,,,,,,+6221 2302770,,,,,,,,
0100Z,A,E,PT CITRA AMI JAYA ,JL KLININGAN 1 NO 6,BANDUNG ,40287,INDONESIA,IDN,JAWA BARAT ,,0,,2014-08-10,2014-08-10 18:51:44,2014-08-10 18:37:10,,1,,,,,,,,+6222 42133555,,,,,,,,
0101Z,A,E,UNIT PRODUKSI PELUMAS PERTAMINA JAKARATA,JL JAMPEA 1,JAKARTA UTARA,14210,INDONESIA,IDN,DKI JKARTA,,0,,2023-03-13,2023-03-13 10:03:28,2014-08-10 18:52:33,,1,,,,,,,,+6221 79173000,,pelumas@pertamina.com,,,,,,
0102Z,A,E,UNIT PELUMAS PERTAMINA CILACAP,JL MT HARYONO NO 77 ,CILACAP ,53221,INDONESIA,IDN,JAWA TENGAH ,,0,,2014-08-10,2014-08-10 18:58:04,2014-08-10 18:55:37,,1,,,,,,,,+62282 508108,"+6282 531920,531922",pelumas@pertamina.com,,,,,,
0103Z,A,E,UNIT PRODUKSI PELUMAS PERTAMINA SURABAYA ,JL PERAK BARAT NO 277 TANJUNG PERAK 275,SURABAYA ,60165,INDONESIA,IDN,,,0,,2014-08-10,2014-08-10 18:36:32,2014-08-10 18:25:45,,1,,,,,,,,+6331 3293892,+6331 3294965,pelumas@pertamina.com,,,,,,
0104Z,A,E,PT.ULISA JAYA MANDIRI,"JL. KELAPA KOPYOR TIMUR 3,BH 2 NO 1 KELAPA GADING TIMUR",JAKARTA UTARA,14240,INDONESIA,IDN,DKI. JAKARTA,,0,,2013-05-13,2013-05-13 11:19:49,2011-12-14 10:44:52,,1,,,,,,,,+62214520327,+62214533572,,,,,,,179
0105Z,A,G,YAYASAN BADAK INDONESIA,"JL.BIMA IV NO.10 BUMI INDRAPRASTA I, KELURAHAN BANTARJATI",BOGOR,16153,INDONESIA,IDN,JAWA BARAT,,1,,2024-05-05,2024-05-05 08:21:06,2024-05-05 08:17:03,,1,,,,,,,,+62251-8380832,,yabi@badak.or.id,https://badak.or.id,,,,,
0106Z,A,F,PT DISNASTI SURYA GEMILANG ,WISMA 77 LT 6 JL S PARMAN SLIPI ,JAKARTA BARAT ,11410,INDONESIA,IDN,DKI JAKARTA ,,0,,2014-08-12,2014-08-12 12:49:52,2014-08-10 19:09:11,,1,,,,,,,,+6221 5356852,,,,,,,,
0107Z,A,F,PT FOKUS PETRINDO,LAPPO PLAZA LT 143 JL SUDIRMAN KAV 25,JAKARTA SELATAN,12920,INDONESIA,IDN,DKI JAKARTA,,0,,2023-10-11,2023-10-11 14:16:39,2014-08-12 11:54:47,,1,,,,,,,,+6221 6326986,,,,,,,,
0108Z,A,F,PT HARDY MUSTIKA ABADI,JL PINTU AIR V /438,JAKARTA PUSAT ,10120,INDONESIA,IDN,DKI JAKARTA ,,0,,2014-08-12,2014-08-12 12:48:49,2014-08-12 12:12:29,,1,,,,,,,,+6221 3846240,,,,,,,,
0109Z,A,F,PT INTER KORONA INTI,JL TERATAI BLOK F I TANJUNG DUREN INDAH JAGAKARSA ,JAKARTA SELATAN ,12620,INDONESIA,IDN,DKI JAKARTA ,,0,,2014-08-12,2014-08-12 12:47:59,2014-08-12 12:32:20,,1,,,,,,,,"+6221 782875859,7828759",,,,,,,,
0110Z,A,F,PT LINTAS MAJU ,JL KEMBANG IV NO 10,JAKARTA PUSAT,10340,INDONESIA,IDN,DKI JAKARTA,,0,,2014-08-12,2014-08-12 12:45:38,2014-08-12 12:38:14,,1,,,,,,,,"+6221 3906203,3155907",,,,,,,,
0111Z,A,F,PT ANTA BAHARI CITRA,JL INDUSTRI III NO 3,JAKARTA PUSAT,10730,INDONESIA,IDN,DKI JAKARTA,,0,,2022-12-01,2022-12-01 09:56:04,2014-08-12 12:53:59,,1,,,,,,,,,,,,,,,,
0112Z,A,F,PT SETIA ANDHIKA CARAKA,JL MUARA KARANG BLOK HST RT.03/01 PLUIT PENJARINGAN,JAKARTA UTARA,14440,INDONESIA,IDN,DKI JAKARTA,,0,,2023-03-13,2023-03-13 10:05:58,2014-08-12 13:00:08,,1,,,,,,,,+6221 6600140,,,,,,,,
0113Z,A,F,CV SINAR LOGAM,JL SUDIRMAN 59,BANDUNG ,40274,INDONESIA,IDN,JAWA BARAT ,,0,,2014-08-12,2014-08-12 13:25:36,2014-08-12 13:09:51,,1,,,,,,,,"+6222614318, 611884",,,,,,,,
0114Z,A,F,PT TIRTA SAKTI SEJATI,JL TANAH ABANG 11/13,JAKARTA PUSAT ,10240,INDONESIA,IDN,DKI JAKARTA ,,0,,2014-08-12,2014-08-12 13:22:10,2014-08-12 13:23:11,,1,,,,,,,,+6221 34830888,,,,,,,,
0115Z,A,E,PT HADI PUTRA HASTA PERKASA ,GD LINGGA DHARMA LT 2 JL WARUNG JATI BARAT 17 RAGUNAN ,JAKARTA SELATAN ,12550 ,INDONESIA,IDN,DKI JAKARTA ,,0,,2020-02-06,2020-02-06 08:30:11,2014-08-12 13:25:56,,1,,,,,,,,+62217813337,,,,,,,,
0116Z,A,F,PT DERAP INDONESIA ,JL TAMAN HARAPAN BARU BLOK U 3/16 PEJUANG ,BEKASI ,17131 ,INDONESIA,IDN,JAWA BARAT,,0,,2014-08-12,2014-08-12 13:29:43,2014-08-12 13:28:10,,1,,,,,,,,+6221 9231430,,,,,,,,
0117Z,A,F,PT DUTA CHEMICAL,JL KEBON RAYA V/28 ,JAKARTA SELATAN ,12240,INDONESIA,IDN,DKI JAKARTA ,,0,,2014-08-12,2014-08-12 13:31:51,2014-08-12 13:30:02,,1,,,,,,,,+6221 5302468,+6221 5308860,,,,,,,
0118Z,A,E,PT HARMONI BIRU KREASI,JL KEDOYA RAYA NO 23 ,JAKRTA BARAT,11610,INDONESIA,IDN,DKI JKARTA ,,0,,2014-08-13,2014-08-13 09:31:29,2014-08-13 09:22:43,,1,,,,,,,,+6221 5807988,,,,,,,,
0119Z,A,F,CV MAYANGKHARA,JL TAMAN SARI RAYA NO 56,JAKARTA BARAT,11150,INDONESIA,IDN,DKI JAKARTA,,0,,2023-01-30,2023-01-30 10:07:04,2014-08-13 09:34:36,,1,,,,,,,,,,,,,,,,
0120Z,A,F,PT.MISIKA MULTI SAKTI,KOMP.RUKO GREEN GARDEN BLOK Z 4/25,JAKARTA BARAT,11610,INDONESIA,IDN,DKI JAKARTA,,0,,2014-07-16,2014-07-16 10:01:48,2014-07-16 09:59:20,,1,,,,,,,,"+6221 581429,5818401",,,,,,,,
0121Z,A,F,PT NEPTUNE(ES)LIMITE,JL CEMPAKA PUTIH RAYA 34,JAKARTA PUSAT,10520,INDONESIA,IDN,DKI JAKARTA,,0,,2022-12-01,2022-12-01 10:02:49,2014-08-13 09:39:28,,1,,,,,,,,+622145045073,,,,,,,,
0122Z,A,F,PT PIRANTI PELITA UTAMA,JL TAMAN SARI VIII NO 83 B,JAKARTA BARAT,11150,INDONESIA,IDN,DKI JAKARTA,,0,,2022-12-01,2022-12-01 10:16:32,2014-08-13 09:49:26,,1,,,,,,,,+62216244533,,,,,,,,
0123Z,A,F,PT POLARTINDO MEGAH INTERNATIONAL ,WISMA 46 KOTA BNI JL SUDIRMAN ,JAKARTA PUSAT,10220,INDONESIA,IDN,DKI JAKARTA,,0,,2014-08-13,2014-08-13 09:51:30,2014-08-13 09:51:49,,1,,,,,,,,+6221 5714240,,,,,,,,
0124Z,A,F,PT REZSEKI MORO ELEKTRIK ,JI CENDANA 1-1 SARANA INDAH BLOK D9-01 CIPUTAT ,CIPUTAT,15414,INDONESIA,IDN,BANTEN,,0,,2014-08-13,2014-08-13 09:57:35,2014-08-13 09:54:58,,1,,,,,,,,,,,,,,,,
0125Z,A,F,PT PARINDO ALFA PERSADA ,JL CIKINI RAYA NO 1 ,JAKARTA PUSAT,10330,INDONESIA,IDN,DKI JKARTA ,,0,,2014-08-13,2014-08-13 10:05:14,2014-08-13 09:57:09,,1,,,,,,,,+6221 31901001,,,,,,,,
0126Z,A,F,PT VOLTA JAYA UTAMA,JL BUNGUR RAYA NO 30M,JAKARTA PUSAT,12940,INDONESIA,IDN,DKI JAKARTA,,0,,2023-03-13,2023-03-13 10:06:58,2014-08-13 10:00:29,,1,,,,,,,,,,,,,,,,
0127Z,A,F,PT ADHIPRAYASA PRATAMA ,GRAHA PARAMITA JL DENPASAR RAYA BLOK D2 KAV 8 KUNINGAN ,JAKARTA SELATAN ,12940,INDONESIA,IDN,DKI JAKARTA,,0,,2014-08-13,2014-08-13 10:12:32,2014-08-13 10:10:35,,1,,,,,,,,"+6221 5266161,5270888",,,,,,,,
0128Z,A,F,PT AVONINDO MANDIRI,JL DARMA WANGSA II/17 KEBAYORAN BARU,JAKARTA SELATAN,12140,INDONESIA,IDN,DKI JAKARTA,,0,,2023-03-13,2023-03-13 10:07:27,2014-08-13 10:12:44,,1,,,,,,,,+6221 7228402,,,,,,,,
0129Z,A,F,INKOPAL,JL BOULEVARD BARAT NO 01 KELAPA GADING,JAKARTA UTARA,14240,INDONESIA,IDN,DKI JAKARTA,,0,,2023-03-13,2023-03-13 10:04:42,2014-08-13 10:22:26,,1,,,,,,,,"+6221 4516847,4516849",,,,,,,,
0130Z,A,F,PT ASRI MANUNGGAL JAYA,JL TANAH TINGGI II/TB,JAKARTA PUSAT,10540,INDONESIA,IDN,DKI JAKARTA,,0,,2023-10-11,2023-10-11 14:17:11,2014-08-13 10:14:50,,1,,,,,,,,"+6221 421231,4204255",,,,,,,,
0131Z,A,F,PT.BINTANG ADI PERDANA,JL.LETJEND.SUPRAPTO NO. 160B 10,JAKARTA,10660,INDONESIA,IDN,DKI JAKARTA,,0,,2014-07-16,2014-07-16 11:26:12,2014-07-16 11:23:39,,1,,,,,,,,"+6221 4210550, 4210402",,,,,,,,
0132Z,A,F,PT CERMIN NUSANTARA ,JL PEMBANGUNAN IV/28A JAKARTA JL P JAYA KARTA 141/A3,JAKARTA PUSAT ,10140,INDONESIA,IDN,DKI JAKARTA ,,0,,2014-08-13,2014-08-13 10:32:44,2014-08-13 10:30:04,,1,,,,,,,,"+6221 6395522,6679320,6492286",,,,,,,,
0133Z,A,F,PT DHARMA CIPTA ABADI ,JL MANGGIS II NO 28 TANJUNG DUREN ,JAKARTA BARAT ,11430,INDONESIA,IDN,DKI JAKARTA ,,0,,2014-08-13,2014-08-13 10:35:23,2014-08-13 10:33:08,,1,,,,,,,,"+6221 568554,5693304",,,,,,,,
0134Z,A,F,PT JAYA PIRUSA,TOMANG TOL BLOK II/44 JL ANGSANA RAYA JAKARTA ,JAKARTA BARAT ,11510,INDONESIA,IDN,DKI JAKARTA,,0,,2014-08-13,2014-08-13 10:39:37,2014-08-13 10:37:50,,1,,,,,,,,"+6221 5804727,5803023,5803022",,,,,,,,
0135Z,A,F,PT GEMA PESONA ,ASPEC KUNINGAN LT 1001 B JL HR RASUNAN SAID KAV X 2/4,JAKARTA SELATAN ,12950,INDONESIA,IDN,DKI JAKARTA,,0,,2014-08-13,2014-08-13 10:41:54,2014-08-13 10:39:58,,1,,,,,,,,"+6221 2521083,2521068",,,,,,,,
0136Z,H,I,CONFIRM 2,CONFIRM 2,CONFIRM 2,CONFIRM 2,INDONESIA,IDN,,,0,,2025-06-26,2025-06-26 12:57:29,2025-06-26 12:56:42,,1,,,,,,,,,,,,,,,,
0137Z,A,F,PT MEDICA SRIJAYA,JL MERUYA ILIR RAYA 19,JAKARTA BARAT ,11620,INDONESIA,IDN,DKI JAKARTA ,,0,,2014-08-13,2014-08-13 21:38:58,2014-08-13 21:37:05,,1,,,,,,,,"+6221 5684476,5682532",,,,,,,,
0138Z,A,F,PT MENARA DATA CENTRA LINA BUILDING,JL HR RASUNA SAID KAV B7 KUNINGAN LT IV RUANG 401,JAKARTA SELATAN ,12940,INDONESIA,IDN,DKI JAKARTA ,,0,,2014-08-13,2014-08-13 21:43:30,2014-08-13 21:41:26,,1,,,,,,,,"+6221 523608,523618,5254271",,,,,,,,
0139Z,A,F,CV SCORPIO ,JL RAYA PS MINGGU KM 19,JAKARTA SELATAN ,12510,INDONESIA,IDN,DKI JAKARTA ,,0,,2014-08-13,2014-08-13 21:46:15,2014-08-13 21:44:57,,1,,,,,,,,"+6221 7970691,7970695",,,,,,,,
0140Z,A,F,CV MULTI JAYA ,JL PINTU AIR NO 7 BLOK C/3 ,JAKARTA ,10710,INDONESIA,IDN,DKI JAKARTA ,,0,,2014-08-13,2014-08-13 21:48:53,2014-08-13 21:47:25,,1,,,,,,,,+6221 3442459,,,,,,,,
0141Z,A,F,PT NAGA SOSRO ABADI,JL BUDI KEMULYAAN NO 16 RT 108 GAMBIR ,JAKARTA PUSAT ,10160,INDONESIA,IDN,DKI JAKARTA,,0,,2014-08-15,2014-08-15 14:40:57,2014-08-15 14:39:42,,1,,,,,,,,+6221 4255011,,,,,,,,
0142Z,A,F,PT NASIUS JAYA,JL DANAU SUNTER UTARA BLOK M NO 20 SUNTER AGUNG,JAKARTA UTARA,14350,INDONESIA,IDN,DKI JAKARTA,,0,,2023-03-13,2023-03-13 10:05:20,2014-08-15 14:41:35,,1,,,,,,,,"+6221 6503059,60505431,6519119",,,,,,,,
0143Z,A,F,PT NAWANTARA REKSA ,JL TANAH ABANG II NO 55 ,JAKARTA PUSAT ,10160,INDONESIA,IDN,DKI JAKARTA,,0,,2014-08-15,2014-08-15 14:46:30,2014-08-15 14:43:54,,1,,,,,,,,"+6221 3501155,3501166",,,,,,,,
0144Z,A,F,PT PANDU PUTRA SENTOSA ,JL MELUR BLOK E II/24 DUREN SAWIT ,JAKARTA TIMUR ,13440,INDONESIA,IDN,DKI JAKARTA,,0,,2014-08-15,2014-08-15 14:53:11,2014-08-15 14:50:42,,1,,,,,,,,"+6221 8603142,86607586",,,,,,,,
0145Z,A,F,PT SANDIKA CITRA PERSADA,KOMP HARMONI PLAZA BLOK F/13 JL SURYO PRANOTO NO 2 ,JAKARTA PUSAT ,10160,INDONESIA,IDN,DKI JAKARTA,,0,,2014-08-15,2014-08-15 14:56:31,2014-08-15 14:53:40,,1,,,,,,,,"+6221 65135,6264094,60151505",,,,,,,,
0146Z,A,F,CV GIANT MANDIRI UTAMA ,JL MANGGA BESAR III NO 82 ,JAKARTA BARAT ,11180,INDONESIA,IDN,DKI JAKARTA,,0,,2014-08-15,2014-08-15 15:14:57,2014-08-15 14:58:10,,1,,,,,,,,"+6221 659035,624094,6015105",,,,,,,,
0147Z,A,F,CV AMMAR MOHAMMAD,JL OTISTA II KOMP I NO 33,JAKARTA TIMUR ,13320,INDONESIA,IDN,DKI JAKARTA,,0,,2014-08-15,2014-08-15 15:17:08,2014-08-15 15:15:32,,1,,,,,,,,+6221 8190514,,,,,,,,
0148Z,A,F,PT PENTA DELTA SERASI,JL KENDAL NO 6 LT 3 MENTENG,JAKARTA PUSAT ,10310,INDONESIA,IDN,DKI JAKARTA,,0,,2014-08-15,2014-08-15 15:18:46,2014-08-15 15:17:24,,1,,,,,,,,+6221 3918460,,,,,,,,
0149Z,A,F,PT PUTRA MANUNGGAL MAKMUR SEJATI,JL KROKET RAYA JAYA MELOK A2 NO 9,JAKARTA PUSAT,10310,INDONESIA,IDN,DKI JAKARTA,,0,,2014-08-15,2014-08-15 15:20:04,2014-08-15 15:19:02,,1,,,,,,,,,,,,,,,,
0150Z,A,F,PT. BIMA BAKTI GANDA UTAMA ,"BOULEVARD, WISMA GADING PERMAI B3/12 KELAPA GADING  ",JAKARTA UTARA ,14240,INDONESIA,IDN,DKI JAKARTA,,0,,2014-07-17,2014-07-17 10:04:07,2014-07-17 09:58:54,,1,,,,,,,,+6221 45841955,+6221 4541957,,,,,,,
0151Z,A,F,PT. ZAMRUD MANDIRI ,JL. KWITANG TIMUR NO.38  ,JAKARTA PUSAT,10460,INDONESIA,IDN,DKI JAKARTA,,0,,2014-07-17,2014-07-17 10:07:24,2014-07-17 10:05:01,,1,,,,,,,,+6221 4201983,,,,,,,,
0152Z,A,F,PT.INDRABAS PURNAMA MAKMUR ,JL.RE MARTADINATA NO. IV ,JAKARTA UTARA,14310,INDONESIA,IDN,DKI JAKARTA,,0,,2014-07-17,2014-07-17 10:11:55,2014-07-17 10:09:57,,1,,,,,,,,+6221 690711,,,,,,,,
0153Z,A,F,PT. SARANA ARTA SENTOSA ,JL.CENGKEH NO.10 LT.3  ,JAKARTA BARAT,11110,INDONESIA,IDN,DKI JAKARTA,,0,,2014-07-17,2014-07-17 10:13:37,2014-07-17 10:12:14,,1,,,,,,,,+6221 9601452,,,,,,,,
0154Z,A,F,PT. BAMA GADING PERSADA ,JL.KEBON SIRIH NO.12 ,JAKARTA PUSAT,10340,INDONESIA,IDN,DKI JAKARTA,,0,,2014-07-17,2014-07-17 10:17:14,2014-07-17 10:14:49,,1,,,,,,,,"+6221 384310, 3846403",,,,,,,,
0155Z,A,F,PT. INDO SAKTI PESADA ,JL.GAMET BLOK J NO.11 PERMATA HIJAU ,JAKARTA BARAT,12210 ,INDONESIA,IDN,DKI JAKARTA,,0,,2014-07-24,2014-07-24 09:12:10,2014-07-17 10:19:52,,1,,,,,,,,+6221 3913639,,,,,,,,
0156Z,A,E,PRIMKOPAD PUSDIK BEKANG,JL. GATOT SOEBROTO NO.4 CIMAHI,BANDUNG,40523,INDONESIA,IDN,JAWA BARAT,,0,,2023-04-06,2023-04-06 09:14:43,2014-07-17 10:24:53,,1,,,,,,,,+6222 656622,,,,,,,,
0157Z,A,E,PT.VIYATA SURYA MANDIRI ,JL. MT.HARYONO NO.2  ,JAKARTA SALATAN,13340,INDONESIA,IDN,DKI JAKARTA,,0,,2014-07-17,2014-07-17 10:28:49,2014-07-17 10:27:34,,1,,,,,,,,"+6221 8302907, 8296170",,,,,,,,
0158Z,A,E,PT.WIMBIE ANEKA KARYA,JL.TAMAN SARI RAYA NO.8C,JAKARTA BARAT,11150,INDONESIA,IDN,DKI JAKARTA,,0,,2022-12-01,2022-12-01 10:21:48,2014-07-17 10:29:13,,1,,,,,,,,+62216243237,,,,,,,,
0159Z,A,F,PUSKOPAL MABESAL ,JL. RAYA HANKAM- CILANGKAP  ,JAKARTA TIMUR,13870,INDONESIA,IDN,DKI JAKARTA,,0,,2014-07-17,2014-07-17 10:32:06,2014-07-17 10:30:43,,1,,,,,,,,,,,,,,,,
0160Z,A,F,CV.ANDIKA EKA NATA ,JL. P. JAYAKARTA BLOK A-33 JEMBATAN MERAH ,JAKARTA BARAT,11110,INDONESIA,IDN,DKI JAKARTA,,0,,2014-07-17,2014-07-17 10:34:52,2014-07-17 10:32:40,,1,,,,,,,,+6221 6262157-9-1,,,,,,,,
0161Z,A,F,PT. CRISINDO ARTA LESTARI ,JL. KOMPLEK RUKAM PRIMA SUNTER BLOK D-7 ,JAKARTA UTARA,14350,INDONESIA,IDN,DKI JAKARTA,,0,,2014-07-17,2014-07-17 10:37:39,2014-07-17 10:36:02,,1,,,,,,,,+6221 65300162,,,,,,,,
0162Z,A,F,PT. EVALIA ,JL. RAYA PELABUHAN IV NO.4  ,JAKARTA UTARA,14310,INDONESIA,IDN,DKI JAKARTA,,0,,2014-07-17,2014-07-17 10:39:53,2014-07-17 10:37:59,,1,,,,,,,,"+6221 4500036, 4353976",,,,,,,,
0163Z,A,F,PT. CITRA ALAM RAYA,JL.MUWARDI I/29 GROGOL,JAKARTA BARAT,11460,INDONESIA,IDN,DKI JAKARTA,,0,,2022-12-01,2022-12-01 10:23:27,2014-07-17 10:40:07,,1,,,,,,,,"+62215663128,+62215663027",,,,,,,,
0164Z,A,F,PT. WIRATARUNA ,"JL. KH. MUH. HASYIM ""BUNTU 14"" CILANDAK  ",JAKARTA SALATAN,12430,INDONESIA,IDN,DKI JAKARTA,,0,,2014-07-24,2014-07-24 09:14:06,2014-07-17 10:42:03,,1,,,,,,,,+6221 7506316,,,,,,,,
0165Z,A,F,PT. BHATARA AWANGGA PERKASA,JL.TEBET TIMUR DALAM IV B NO.24,JAKARTA SALATAN,12820,INDONESIA,IDN,DKI JAKARTA,,0,,2022-12-01,2022-12-01 10:24:48,2014-07-17 10:46:37,,1,,,,,,,,+62218290917,,,,,,,,
0166Z,A,E,PRIMKOPAD BEKANGDAM III/SLW,JL. SRIGADING NO.12 ,BANDUNG,40113,INDONESIA,IDN,JAWA BARAT,,0,,2020-02-06,2020-02-06 08:37:57,2014-07-17 10:48:20,,1,,,,,,,, +6222 432946,,,,,,,,32
0167Z,A,F,CV. ANDRY KARYA,JL.KREKOT JAYA NO.4L PASAR BARU,JAKARTA PUSAT,10710,INDONESIA,IDN,DKI JAKARTA,,0,,2022-12-01,2022-12-01 10:26:32,2014-07-17 10:50:09,,1,,,,,,,,"+6221385231,+62213520251",,,,,,,,
0168Z,A,F,CV. RODA MAS ,JL. DR. SETIA BUDI NO. 190  ,BANDUNG,40559,INDONESIA,IDN,JAWA BARAT,,0,,2014-07-17,2014-07-17 10:53:25,2014-07-17 10:52:25,,1,,,,,,,,+6222 2013496,,,,,,,,
0169Z,A,F,PT. JALITISU UNGGUL ,JL. BIAK UJUNG NO.3 D ,JAKARTA PUSAT,14310,INDONESIA,IDN,DKI JAKARTA,,0,,2014-07-17,2014-07-17 10:55:01,2014-07-17 10:53:49,,1,,,,,,,,+6221-3520566,,,,,,,,
0170Z,A,F,PT. GHEMA KURNIA PUTRA ,JL. RADEN SALEH I NO. 10 A ,JAKARTA PUSAT,-,INDONESIA,IDN,DKI JAKARTA,,0,,2014-07-18,2014-07-18 07:27:59,2014-07-18 07:26:26,,1,,,,,,,,+6221 3145745,,,,,,,,
0171Z,A,F,PRIMKOPAD RSPAD ,JL. DR. ABD.RACHMAN SALEH NO. 24  ,JAKARTA PUSAT,10410,INDONESIA,IDN,DKI JAKARTA,,0,,2014-11-13,2014-11-13 10:21:07,2014-07-18 07:28:37,,1,,,,,,,,+6221 3505134,,,,,,,,
0172Z,A,F,CV. TIMUR JAYA,JL.JATINEGARA TIMUR III/2,JAKARTA TIMUR,13350,INDONESIA,IDN,DKI JAKARTA,,0,,2022-12-01,2022-12-01 10:28:09,2014-07-18 07:30:03,,1,,,,,,,,"+62218197531,+62218578655",,,,,,,,
